#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
36,Accommodation and food services,I,250 persons employed or more,3.69639008883282e-08,1.0,7.0,250,1750,0.8069725599725207,96.64443025379806,24161.107563449517,169127.7529441466,0.15,19392.502774930756
36,Accommodation and food services,Int,From 0 to 9 persons employed,0.012857372046518222,1.0,7.0,0,9,280694.0335178245,96.64443025379806,96.64443025379806,869.7998722841826,0.15,19392.502774930756
36,Accommodation and food services,Int,From 10 to 19 persons employed,0.0016404233300730145,1.0,7.0,10,19,35812.68703503277,96.64443025379806,966.4443025379807,1836.2441748221631,0.15,19392.502774930756
36,Accommodation and food services,Int,From 20 to 49 persons employed,0.000585103597479235,1.0,7.0,20,49,12773.61253979665,96.64443025379806,1932.8886050759613,4735.577082436105,0.15,19392.502774930756
36,Accommodation and food services,Int,From 50 to 249 persons employed,0.00012229416275716498,1.0,7.0,50,249,2669.848993697726,96.64443025379806,4832.221512689903,24064.463133195717,0.15,19392.502774930756
36,Accommodation and food services,Int,250 persons employed or more,2.0196172199133175e-05,1.0,7.0,250,1750,440.91008766681784,96.64443025379806,24161.107563449517,169127.7529441466,0.15,19392.502774930756
37,Publishing services,C,From 0 to 9 persons employed,0.00047789212512592936,0.09203898631521364,8.0,0,9,10433.039325818336,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
37,Publishing services,C,From 10 to 19 persons employed,4.016316657656744e-05,0.09203898631521364,8.0,10,19,876.8169097415106,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
37,Publishing services,C,From 20 to 49 persons employed,2.3876305344891288e-05,0.09203898631521364,8.0,20,49,521.252432340994,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
37,Publishing services,C,From 50 to 249 persons employed,1.0638234424571288e-05,0.09203898631521364,8.0,50,249,232.24722123131846,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
37,Publishing services,C,250 persons employed or more,3.956750148578283e-06,0.09203898631521364,8.0,250,1750,86.38127253441732,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
37,Publishing services,I,From 0 to 9 persons employed,0.00034650019053145646,0.09203898631521364,8.0,0,9,7564.5735180625325,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
37,Publishing services,I,From 10 to 19 persons employed,2.9120682554582992e-05,0.09203898631521364,8.0,10,19,635.7443663809639,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
37,Publishing services,I,From 20 to 49 persons employed,1.7311740278231216e-05,0.09203898631521364,8.0,20,49,377.93899004622835,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
37,Publishing services,I,From 50 to 249 persons employed,7.713352158839012e-06,0.09203898631521364,8.0,50,249,168.39303720656108,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
37,Publishing services,I,250 persons employed or more,2.8688789965025428e-06,0.09203898631521364,8.0,250,1750,62.63155598899672,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
37,Publishing services,Int,From 0 to 9 persons employed,0.000762712438904557,0.09203898631521364,8.0,0,9,16651.05669461534,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
37,Publishing services,Int,From 10 to 19 persons employed,6.410012871769263e-05,0.09203898631521364,8.0,10,19,1399.3935629834448,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
37,Publishing services,Int,From 20 to 49 persons employed,3.810641382055255e-05,0.09203898631521364,8.0,20,49,831.9151813831825,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
37,Publishing services,Int,From 50 to 249 persons employed,1.6978546615441897e-05,0.09203898631521364,8.0,50,249,370.66491624541317,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
37,Publishing services,Int,250 persons employed or more,6.31494514617263e-06,0.09203898631521364,8.0,250,1750,137.8638977008536,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 0 to 9 persons employed,0.00030397879324672904,0.08031878482938368,8.0,0,9,6636.2732035440495,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 10 to 19 persons employed,2.5547085350475708e-05,0.08031878482938368,8.0,10,19,557.7278471607295,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 20 to 49 persons employed,1.5187298773793262e-05,0.08031878482938368,8.0,20,49,331.55952364392823,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 50 to 249 persons employed,6.766794204455352e-06,0.08031878482938368,8.0,50,249,147.72838122452623,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,250 persons employed or more,2.516819324082189e-06,0.08031878482938368,8.0,250,1750,54.94561137036885,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 0 to 9 persons employed,0.00017259908342644423,0.08031878482938368,8.0,0,9,3768.0742793444883,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 10 to 19 persons employed,1.450562872696941e-05,0.08031878482938368,8.0,10,19,316.6777333154694,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 20 to 49 persons employed,8.623344477694034e-06,0.08031878482938368,8.0,20,49,188.2594153066507,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 50 to 249 persons employed,3.842184071296021e-06,0.08031878482938368,8.0,50,249,83.88013822638574,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,250 persons employed or more,1.4290493881063628e-06,0.08031878482938368,8.0,250,1750,31.19810451097422,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 0 to 9 persons employed,0.00090842570047163,0.08031878482938368,8.0,0,9,19832.176676079627,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 10 to 19 persons employed,7.634621039395199e-05,0.08031878482938368,8.0,10,19,1666.7422908620013,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 20 to 49 persons employed,4.538649679965307e-05,0.08031878482938368,8.0,20,49,990.8493592505451,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 50 to 249 persons employed,2.0222232279671914e-05,0.08031878482938368,8.0,50,249,441.47901490122877,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,250 persons employed or more,7.521390992509636e-06,0.08031878482938368,8.0,250,1750,164.2022621507541,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
39,Telecommunications services,C,From 0 to 9 persons employed,0.0007875374118565882,0.11614763143740667,8.0,0,9,17193.019839546152,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
39,Telecommunications services,C,From 10 to 19 persons employed,6.618647722922854e-05,0.11614763143740667,8.0,10,19,1444.9414072013858,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
39,Telecommunications services,C,From 20 to 49 persons employed,3.9346711794128026e-05,0.11614763143740667,8.0,20,49,858.9925841142609,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
39,Telecommunications services,C,From 50 to 249 persons employed,1.7531168991836484e-05,0.11614763143740667,8.0,50,249,382.72941926214025,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
39,Telecommunications services,C,250 persons employed or more,6.520485707006349e-06,0.11614763143740667,8.0,250,1750,142.3511295288815,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
39,Telecommunications services,I,From 0 to 9 persons employed,0.0,0.11614763143740667,8.0,0,9,0.0,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
39,Telecommunications services,I,From 10 to 19 persons employed,0.0,0.11614763143740667,8.0,10,19,0.0,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
39,Telecommunications services,I,From 20 to 49 persons employed,0.0,0.11614763143740667,8.0,20,49,0.0,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
39,Telecommunications services,I,From 50 to 249 persons employed,0.0,0.11614763143740667,8.0,50,249,0.0,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
39,Telecommunications services,I,250 persons employed or more,0.0,0.11614763143740667,8.0,250,1750,0.0,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
39,Telecommunications services,Int,From 0 to 9 persons employed,0.0012152927524620074,0.11614763143740667,8.0,0,9,26531.50452202374,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
39,Telecommunications services,Int,From 10 to 19 persons employed,0.00010213603173219237,0.11614763143740667,8.0,10,19,2229.7693969412007,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
39,Telecommunications services,Int,From 20 to 49 persons employed,6.0718097904563895e-05,0.11614763143740667,8.0,20,49,1325.5592003326612,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
39,Telecommunications services,Int,From 50 to 249 persons employed,2.7053321273637885e-05,0.11614763143740667,8.0,50,249,590.6110394003387,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
39,Telecommunications services,Int,250 persons employed or more,1.0062123910501857e-05,0.11614763143740667,8.0,250,1750,219.66994001388903,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",C,From 0 to 9 persons employed,0.00010462564904161056,0.7114945974179961,8.0,0,9,2284.1211510918965,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",C,From 10 to 19 persons employed,8.792983080715955e-06,0.7114945974179961,8.0,10,19,191.9628582458668,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",C,From 20 to 49 persons employed,5.227275805741011e-06,0.7114945974179961,8.0,20,49,114.11858697990432,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",C,From 50 to 249 persons employed,2.3290448258260802e-06,0.7114945974179961,8.0,50,249,50.846237010149885,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",C,250 persons employed or more,8.662573217363744e-07,0.7114945974179961,8.0,250,1750,18.91158323977851,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",I,From 0 to 9 persons employed,0.004160062676604099,0.7114945974179961,8.0,0,9,90819.86335607176,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",I,From 10 to 19 persons employed,0.0003496213506455748,0.7114945974179961,8.0,10,19,7632.712716221931,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",I,From 20 to 49 persons employed,0.00020784382394732195,0.7114945974179961,8.0,20,49,4537.515214965022,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",I,From 50 to 249 persons employed,9.260609172616535e-05,0.7114945974179961,8.0,50,249,2021.7177601217627,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",I,250 persons employed or more,3.444360714127854e-05,0.7114945974179961,8.0,250,1750,751.951097192287,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",Int,From 0 to 9 persons employed,0.008004204494837066,0.7114945974179961,8.0,0,9,174742.7418782466,134.65385161015746,134.65385161015746,1211.8846644914172,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",Int,From 10 to 19 persons employed,0.000672691976990287,0.7114945974179961,8.0,10,19,14685.786773014464,134.65385161015746,1346.5385161015747,2558.4231805929917,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",Int,From 20 to 49 persons employed,0.000399903703186826,0.7114945974179961,8.0,20,49,8730.445308738073,134.65385161015746,2693.0770322031494,6598.038728897715,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",Int,From 50 to 249 persons employed,0.00017817954998912338,0.7114945974179961,8.0,50,249,3889.9035040664985,134.65385161015746,6732.692580507873,33528.80905092921,0.15,52777.79629659332
40,"Computer programming, consultancy and related services; Information services",Int,250 persons employed or more,6.627151957327608e-05,0.7114945974179961,8.0,250,1750,1446.7979979949125,134.65385161015746,33663.462902539366,235644.24031777555,0.15,52777.79629659332
41,"Financial services, except insurance and pension funding",C,From 0 to 9 persons employed,0.001243992121959811,0.6231745400231202,9.0,0,9,27158.051047597637,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",C,From 10 to 19 persons employed,0.0,0.6231745400231202,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",C,From 20 to 49 persons employed,3.151630152603729e-05,0.6231745400231202,9.0,20,49,688.0440081301831,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",C,From 50 to 249 persons employed,2.030211618334175e-05,0.6231745400231202,9.0,50,249,443.22298987940536,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",C,250 persons employed or more,0.0,0.6231745400231202,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",I,From 0 to 9 persons employed,4.529890481444879e-07,0.6231745400231202,9.0,0,9,9.88937106300108,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",I,From 10 to 19 persons employed,0.0,0.6231745400231202,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",I,From 20 to 49 persons employed,1.1476390547251013e-08,0.6231745400231202,9.0,20,49,0.2505453168251488,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",I,From 50 to 249 persons employed,7.392841259092711e-09,0.6231745400231202,9.0,50,249,0.1613958454856776,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",I,250 persons employed or more,0.0,0.6231745400231202,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",Int,From 0 to 9 persons employed,0.004544152527480227,0.6231745400231202,9.0,0,9,99205.07061970347,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",Int,From 10 to 19 persons employed,0.0,0.6231745400231202,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",Int,From 20 to 49 persons employed,0.00011512523167007488,0.6231745400231202,9.0,20,49,2513.341413799891,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",Int,From 50 to 249 persons employed,7.416117107107378e-05,0.6231745400231202,9.0,50,249,1619.0398911247369,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
41,"Financial services, except insurance and pension funding",Int,250 persons employed or more,0.0,0.6231745400231202,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 0 to 9 persons employed,0.0009313235356464036,0.16938490161373554,9.0,0,9,20332.06776508129,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 10 to 19 persons employed,0.0,0.16938490161373554,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 20 to 49 persons employed,2.3594902933537585e-05,0.16938490161373554,9.0,20,49,515.1090324612414,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 50 to 249 persons employed,1.5199323445220944e-05,0.16938490161373554,9.0,50,249,331.8220386829697,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,250 persons employed or more,0.0,0.16938490161373554,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 0 to 9 persons employed,1.2583591172871449e-05,0.16938490161373554,9.0,0,9,274.71702224009937,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 10 to 19 persons employed,0.0,0.16938490161373554,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 20 to 49 persons employed,3.1880286593761093e-07,0.16938490161373554,9.0,20,49,6.959903004541515,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 50 to 249 persons employed,2.0536587449833003e-07,0.16938490161373554,9.0,50,249,4.4834181861807325,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,250 persons employed or more,0.0,0.16938490161373554,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 0 to 9 persons employed,0.0006294900171661728,0.16938490161373554,9.0,0,9,13742.628846571053,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 10 to 19 persons employed,0.0,0.16938490161373554,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 20 to 49 persons employed,1.5948008703933276e-05,0.16938490161373554,9.0,20,49,348.1668628307791,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 50 to 249 persons employed,1.0273360449122127e-05,0.16938490161373554,9.0,50,249,224.28152283479088,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,250 persons employed or more,0.0,0.16938490161373554,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,C,From 0 to 9 persons employed,0.00015338289887541337,0.2074405583631443,9.0,0,9,3348.5586636388343,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,C,From 10 to 19 persons employed,0.0,0.2074405583631443,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,C,From 20 to 49 persons employed,3.885926288889621e-06,0.2074405583631443,9.0,20,49,84.83509071954991,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,C,From 50 to 249 persons employed,2.5032292235103097e-06,0.2074405583631443,9.0,50,249,54.648920870037045,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,C,250 persons employed or more,0.0,0.2074405583631443,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,I,From 0 to 9 persons employed,6.8979059520278446e-06,0.2074405583631443,9.0,0,9,150.5907301660162,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,I,From 10 to 19 persons employed,0.0,0.2074405583631443,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,I,From 20 to 49 persons employed,1.7475712268970473e-07,0.2074405583631443,9.0,20,49,3.8151872308172163,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,I,From 50 to 249 persons employed,1.1257473868822306e-07,0.2074405583631443,9.0,50,249,2.4576606603811735,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,I,250 persons employed or more,0.0,0.2074405583631443,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,Int,From 0 to 9 persons employed,0.0017666110194486545,0.2074405583631443,9.0,0,9,38567.53704504975,138.69334818586887,138.69334818586887,1248.2401336728199,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,Int,From 10 to 19 persons employed,0.0,0.2074405583631443,9.0,10,19,0.0,138.69334818586887,1386.9334818586888,2635.1736155315084,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,Int,From 20 to 49 persons employed,4.475675093540716e-05,0.2074405583631443,9.0,20,49,977.101144911969,138.69334818586887,2773.8669637173775,6795.974061107575,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,Int,From 50 to 249 persons employed,2.8831325805435516e-05,0.2074405583631443,9.0,50,249,629.427312417685,138.69334818586887,6934.667409293444,34534.64369828135,0.15,183176.43331717758
43,Services auxiliary to financial services and insurance services,Int,250 persons employed or more,0.0,0.2074405583631443,9.0,250,1750,0.0,138.69334818586887,34673.33704646722,242713.35932527052,0.15,183176.43331717758
44,Imputed rents of owner-occupied dwellings,C,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,16168.284722222223,16168.284722222223,145514.5625,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,C,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,16168.284722222223,161682.84722222222,307197.40972222225,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,C,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,16168.284722222223,323365.69444444444,792245.9513888889,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,C,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,16168.284722222223,808414.2361111111,4025902.8958333335,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,C,250 persons employed or more,,0.0,10.0,250,1750,0.0,16168.284722222223,4042071.1805555555,28294498.263888888,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,I,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,16168.284722222223,16168.284722222223,145514.5625,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,I,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,16168.284722222223,161682.84722222222,307197.40972222225,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,I,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,16168.284722222223,323365.69444444444,792245.9513888889,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,I,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,16168.284722222223,808414.2361111111,4025902.8958333335,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,I,250 persons employed or more,,0.0,10.0,250,1750,0.0,16168.284722222223,4042071.1805555555,28294498.263888888,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,Int,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,16168.284722222223,16168.284722222223,145514.5625,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,Int,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,16168.284722222223,161682.84722222222,307197.40972222225,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,Int,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,16168.284722222223,323365.69444444444,792245.9513888889,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,Int,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,16168.284722222223,808414.2361111111,4025902.8958333335,0.03,28193.754144776707
44,Imputed rents of owner-occupied dwellings,Int,250 persons employed or more,,0.0,10.0,250,1750,0.0,16168.284722222223,4042071.1805555555,28294498.263888888,0.03,28193.754144776707
45,Real estate services excluding imputed rents,C,From 0 to 9 persons employed,0.011838879789193544,1.0,10.0,0,9,258458.95322452646,16168.284722222223,16168.284722222223,145514.5625,0.03,28193.754144776707
45,Real estate services excluding imputed rents,C,From 10 to 19 persons employed,0.00044215867902748827,1.0,10.0,10,19,9652.929278401658,16168.284722222223,161682.84722222222,307197.40972222225,0.03,28193.754144776707
45,Real estate services excluding imputed rents,C,From 20 to 49 persons employed,0.00017950236266675137,1.0,10.0,20,49,3918.782315749673,16168.284722222223,323365.69444444444,792245.9513888889,0.03,28193.754144776707
45,Real estate services excluding imputed rents,C,From 50 to 249 persons employed,5.683760300957461e-05,1.0,10.0,50,249,1240.842684377534,16168.284722222223,808414.2361111111,4025902.8958333335,0.03,28193.754144776707
45,Real estate services excluding imputed rents,C,250 persons employed or more,0.0,1.0,10.0,250,1750,0.0,16168.284722222223,4042071.1805555555,28294498.263888888,0.03,28193.754144776707
45,Real estate services excluding imputed rents,I,From 0 to 9 persons employed,0.00033173805226477436,1.0,10.0,0,9,7242.2958303335745,16168.284722222223,16168.284722222223,145514.5625,0.03,28193.754144776707
45,Real estate services excluding imputed rents,I,From 10 to 19 persons employed,1.2389758286627241e-05,1.0,10.0,10,19,270.4853849761671,16168.284722222223,161682.84722222222,307197.40972222225,0.03,28193.754144776707
45,Real estate services excluding imputed rents,I,From 20 to 49 persons employed,5.0298478596216576e-06,1.0,10.0,20,49,109.80846463726061,16168.284722222223,323365.69444444444,792245.9513888889,0.03,28193.754144776707
45,Real estate services excluding imputed rents,I,From 50 to 249 persons employed,1.5926503227953764e-06,1.0,10.0,50,249,34.76973688491498,16168.284722222223,808414.2361111111,4025902.8958333335,0.03,28193.754144776707
45,Real estate services excluding imputed rents,I,250 persons employed or more,0.0,1.0,10.0,250,1750,0.0,16168.284722222223,4042071.1805555555,28294498.263888888,0.03,28193.754144776707
