#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
45,Real estate services excluding imputed rents,Int,From 0 to 9 persons employed,0.005167644362803811,1.0,10.0,0,9,112816.75094513988,16168.284722222223,16168.284722222223,145514.5625,0.03,28193.754144776707
45,Real estate services excluding imputed rents,Int,From 10 to 19 persons employed,0.000193001267503944,1.0,10.0,10,19,4213.48188834631,16168.284722222223,161682.84722222222,307197.40972222225,0.03,28193.754144776707
45,Real estate services excluding imputed rents,Int,From 20 to 49 persons employed,7.8352377003736e-05,1.0,10.0,20,49,1710.539654395675,16168.284722222223,323365.69444444444,792245.9513888889,0.03,28193.754144776707
45,Real estate services excluding imputed rents,Int,From 50 to 249 persons employed,2.4809485696088558e-05,1.0,10.0,50,249,541.6250369315312,16168.284722222223,808414.2361111111,4025902.8958333335,0.03,28193.754144776707
45,Real estate services excluding imputed rents,Int,250 persons employed or more,0.0,1.0,10.0,250,1750,0.0,16168.284722222223,4042071.1805555555,28294498.263888888,0.03,28193.754144776707
46,Legal and accounting services; services of head offices; management consultancy services,C,From 0 to 9 persons employed,0.000836067251104799,0.5337835342347296,11.0,0,9,18252.492667684524,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,C,From 10 to 19 persons employed,4.4649383477163766e-05,0.5337835342347296,11.0,10,19,974.7571663124653,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,C,From 20 to 49 persons employed,1.902229365205828e-05,0.5337835342347296,11.0,20,49,415.28271194444187,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,C,From 50 to 249 persons employed,5.428062042367192e-06,0.5337835342347296,11.0,50,249,118.5020254018118,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,C,250 persons employed or more,1.3131948594217325e-06,0.5337835342347296,11.0,250,1750,28.668841544938967,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,I,From 0 to 9 persons employed,0.0013304859352469196,0.5337835342347296,11.0,0,9,29046.32940168561,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,I,From 10 to 19 persons employed,7.105334726998687e-05,0.5337835342347296,11.0,10,19,1551.1918429362258,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,I,From 20 to 49 persons employed,3.0271361695792456e-05,0.5337835342347296,11.0,20,49,660.8652673133108,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,I,From 50 to 249 persons employed,8.638013501275108e-06,0.5337835342347296,11.0,50,249,188.57966017331884,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,I,250 persons employed or more,2.089768841430395e-06,0.5337835342347296,11.0,250,1750,45.62251470196944,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 0 to 9 persons employed,0.032097293910419995,0.5337835342347296,11.0,0,9,700727.8672598319,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 10 to 19 persons employed,0.0017141257267185282,0.5337835342347296,11.0,10,19,37421.71125238535,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 20 to 49 persons employed,0.000730281145916931,0.5337835342347296,11.0,20,49,15943.037170255366,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 50 to 249 persons employed,0.0002083876655946372,0.5337835342347296,11.0,50,249,4549.388022645129,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
46,Legal and accounting services; services of head offices; management consultancy services,Int,250 persons employed or more,5.041460637145398e-05,0.5337835342347296,11.0,250,1750,1100.619874684963,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,C,From 0 to 9 persons employed,0.0003484646264774081,0.21822213900086998,11.0,0,9,7607.459844075466,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,C,From 10 to 19 persons employed,1.8609424917979692e-05,0.21822213900086998,11.0,10,19,406.2692222622094,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,C,From 20 to 49 persons employed,7.928305340807068e-06,0.21822213900086998,11.0,20,49,173.08575943982984,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,C,From 50 to 249 persons employed,2.262362997223279e-06,0.21822213900086998,11.0,50,249,49.390481404327375,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,C,250 persons employed or more,5.473267318816284e-07,0.21822213900086998,11.0,250,1750,11.948891847271895,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,I,From 0 to 9 persons employed,0.0030407579131009163,0.21822213900086998,11.0,0,9,66383.90804057603,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,I,From 10 to 19 persons employed,0.0001623888101631251,0.21822213900086998,11.0,10,19,3545.1700361421344,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,I,From 20 to 49 persons employed,6.91836570220775e-05,0.21822213900086998,11.0,20,49,1510.373945218415,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,I,From 50 to 249 persons employed,1.974174037593281e-05,0.21822213900086998,11.0,50,249,430.98921884918786,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,I,250 persons employed or more,4.776060364705701e-06,0.21822213900086998,11.0,250,1750,104.26793618816474,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,Int,From 0 to 9 persons employed,0.010618571864525994,0.21822213900086998,11.0,0,9,231817.960627485,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,Int,From 10 to 19 persons employed,0.0005670748214722432,0.21822213900086998,11.0,10,19,12380.019678169665,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,Int,From 20 to 49 persons employed,0.00024159490986590338,0.21822213900086998,11.0,20,49,5274.347625804277,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,Int,From 50 to 249 persons employed,6.893974953069531e-05,0.21822213900086998,11.0,50,249,1505.0491107721862,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
47,Architectural and engineering services; technical testing and analysis services,Int,250 persons employed or more,1.66783879747347e-05,0.21822213900086998,11.0,250,1750,364.11204220159595,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
48,Scientific research and development services,C,From 0 to 9 persons employed,9.207986373704578e-07,0.1329744735235499,11.0,0,9,20.102294827131654,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
48,Scientific research and development services,C,From 10 to 19 persons employed,4.917438329377884e-08,0.1329744735235499,11.0,10,19,1.0735441070339213,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
48,Scientific research and development services,C,From 20 to 49 persons employed,2.0950111431024615e-08,0.1329744735235499,11.0,20,49,0.4573696132418164,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
48,Scientific research and development services,C,From 50 to 249 persons employed,5.978169968467656e-09,0.1329744735235499,11.0,50,249,0.13051163452633577,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
48,Scientific research and development services,C,250 persons employed or more,1.4462808291552764e-09,0.1329744735235499,11.0,250,1750,0.0315742904589148,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
48,Scientific research and development services,I,From 0 to 9 persons employed,0.007780595054563767,0.1329744735235499,11.0,0,9,169861.04167575674,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
48,Scientific research and development services,I,From 10 to 19 persons employed,0.00041551534498293126,0.1329744735235499,11.0,10,19,9071.268821484671,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
48,Scientific research and development services,I,From 20 to 49 persons employed,0.00017702495070831613,0.1329744735235499,11.0,20,49,3864.6970211200605,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
48,Scientific research and development services,I,From 50 to 249 persons employed,5.051454010057095e-05,0.1329744735235499,11.0,50,249,1102.8015648008616,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
48,Scientific research and development services,I,250 persons employed or more,1.2220832014881257e-05,0.1329744735235499,11.0,250,1750,266.79749320388623,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
48,Scientific research and development services,Int,From 0 to 9 persons employed,0.0007541858617585637,0.1329744735235499,11.0,0,9,16464.90984263419,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
48,Scientific research and development services,Int,From 10 to 19 persons employed,4.027658505965375e-05,0.1329744735235499,11.0,10,19,879.292990497188,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
48,Scientific research and development services,Int,From 20 to 49 persons employed,1.7159319315096282e-05,0.1329744735235499,11.0,20,49,374.61143175669423,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,46281.6344595948
48,Scientific research and development services,Int,From 50 to 249 persons employed,4.896457364753912e-06,0.1329744735235499,11.0,50,249,106.89636752271025,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,46281.6344595948
48,Scientific research and development services,Int,250 persons employed or more,1.184585325404346e-06,0.1329744735235499,11.0,250,1750,25.861119350887353,22.420174560022893,5605.043640005723,39235.305480040064,0.15,46281.6344595948
49,Advertising and market research services,C,From 0 to 9 persons employed,2.7031852593679463e-06,0.06382257376629824,11.0,0,9,59.01423487262234,22.420174560022893,22.420174560022893,201.78157104020605,0.15,46281.6344595948
49,Advertising and market research services,C,From 10 to 19 persons employed,1.443610607829046e-07,0.06382257376629824,11.0,10,19,3.151599587183019,22.420174560022893,224.20174560022895,425.98331664043496,0.15,46281.6344595948
